date,admissions_total,admissions_white,admissions_black,admissions_hispanic,admissions_amerind,admissions_asian,admissions_other,releases_total,releases_white,releases_black,releases_hispanic,releases_amerind,releases_asian,releases_other,state
2015-12-01,78,60,1,0.0,17.0,0.0,0.0,73,54,2,0.0,16.0,1.0,0.0,Montana
2016-01-01,92,65,2,0.0,24.0,1.0,0.0,84,62,2,0.0,20.0,0.0,0.0,Montana
2016-02-01,88,64,3,0.0,20.0,1.0,0.0,101,68,2,0.0,31.0,0.0,0.0,Montana
2016-03-01,109,80,5,0.0,24.0,0.0,0.0,101,76,5,0.0,19.0,1.0,0.0,Montana
2016-04-01,112,80,7,0.0,22.0,3.0,0.0,73,50,0,0.0,23.0,0.0,0.0,Montana
2016-05-01,103,81,3,0.0,18.0,1.0,0.0,100,73,3,0.0,24.0,0.0,0.0,Montana
2016-06-01,75,54,2,0.0,19.0,0.0,0.0,83,58,2,0.0,22.0,1.0,0.0,Montana
2016-07-01,105,78,4,0.0,23.0,0.0,0.0,99,71,3,0.0,24.0,1.0,0.0,Montana
2016-08-01,106,69,2,0.0,35.0,0.0,0.0,96,65,2,0.0,29.0,0.0,0.0,Montana
2016-09-01,84,50,7,0.0,27.0,0.0,0.0,90,61,4,0.0,25.0,0.0,0.0,Montana
2016-10-01,113,74,3,0.0,36.0,0.0,0.0,101,80,1,0.0,20.0,0.0,0.0,Montana
2016-11-01,91,70,2,0.0,19.0,0.0,0.0,85,57,4,0.0,23.0,1.0,0.0,Montana
2016-12-01,101,67,2,0.0,31.0,1.0,0.0,95,68,5,0.0,22.0,0.0,0.0,Montana
2017-01-01,119,92,7,0.0,20.0,0.0,0.0,103,73,2,0.0,27.0,1.0,0.0,Montana
2017-02-01,122,95,5,0.0,22.0,0.0,0.0,92,66,2,0.0,23.0,1.0,0.0,Montana
2017-03-01,109,83,4,0.0,22.0,0.0,0.0,101,66,4,0.0,31.0,0.0,0.0,Montana
2017-04-01,102,72,5,0.0,24.0,1.0,0.0,91,64,3,0.0,24.0,0.0,0.0,Montana
2017-05-01,79,57,1,0.0,20.0,1.0,0.0,117,73,9,0.0,34.0,1.0,0.0,Montana
2017-06-01,137,100,6,0.0,31.0,0.0,0.0,104,73,6,0.0,24.0,1.0,0.0,Montana
2017-07-01,87,60,4,0.0,23.0,0.0,0.0,95,75,5,0.0,15.0,0.0,0.0,Montana
2017-08-01,111,78,4,0.0,29.0,0.0,0.0,95,66,4,0.0,25.0,0.0,0.0,Montana
2017-09-01,86,60,2,0.0,23.0,1.0,0.0,98,74,1,0.0,22.0,1.0,0.0,Montana
2017-10-01,101,73,5,0.0,22.0,1.0,0.0,110,79,0,0.0,30.0,1.0,0.0,Montana
2017-11-01,131,96,2,0.0,32.0,1.0,0.0,119,82,4,0.0,33.0,0.0,0.0,Montana
2017-12-01,131,91,2,0.0,38.0,0.0,0.0,122,85,4,0.0,33.0,0.0,0.0,Montana
2018-01-01,102,72,4,0.0,25.0,1.0,0.0,96,73,3,0.0,20.0,0.0,0.0,Montana
2018-02-01,110,82,1,0.0,27.0,0.0,0.0,103,77,2,0.0,23.0,1.0,0.0,Montana
2018-03-01,130,88,4,0.0,37.0,1.0,0.0,107,76,5,0.0,25.0,1.0,0.0,Montana
2018-04-01,116,77,1,0.0,38.0,0.0,0.0,105,70,5,0.0,30.0,0.0,0.0,Montana
2018-05-01,103,79,3,0.0,21.0,0.0,0.0,116,74,3,0.0,39.0,0.0,0.0,Montana
2018-06-01,99,70,4,0.0,25.0,0.0,0.0,95,70,3,0.0,22.0,0.0,0.0,Montana
2018-07-01,105,70,2,0.0,33.0,0.0,0.0,114,83,1,0.0,30.0,0.0,0.0,Montana
2018-08-01,128,90,3,0.0,34.0,1.0,0.0,115,84,2,0.0,28.0,1.0,0.0,Montana
2018-09-01,97,70,2,0.0,24.0,1.0,0.0,106,70,5,0.0,30.0,1.0,0.0,Montana
2018-10-01,132,95,3,0.0,34.0,0.0,0.0,128,85,6,0.0,35.0,2.0,0.0,Montana
2018-11-01,107,68,4,0.0,33.0,2.0,0.0,123,91,3,0.0,29.0,0.0,0.0,Montana
2018-12-01,103,73,4,0.0,26.0,0.0,0.0,95,65,2,0.0,28.0,0.0,0.0,Montana
2019-01-01,145,93,6,0.0,44.0,2.0,0.0,123,80,2,0.0,41.0,0.0,0.0,Montana
2019-02-01,124,86,0,0.0,37.0,1.0,0.0,100,70,3,0.0,26.0,1.0,0.0,Montana
2019-03-01,130,87,10,0.0,33.0,0.0,0.0,117,92,2,0.0,23.0,0.0,0.0,Montana
2019-04-01,132,90,4,0.0,38.0,0.0,0.0,113,85,5,0.0,23.0,0.0,0.0,Montana
2019-05-01,123,87,5,0.0,31.0,0.0,0.0,125,76,4,0.0,45.0,0.0,0.0,Montana
2019-06-01,126,76,5,0.0,44.0,1.0,0.0,122,90,3,0.0,29.0,0.0,0.0,Montana
2019-07-01,123,84,5,0.0,33.0,1.0,0.0,116,83,5,0.0,27.0,1.0,0.0,Montana
2019-08-01,108,77,1,0.0,30.0,0.0,0.0,112,84,1,0.0,27.0,0.0,0.0,Montana
2019-09-01,108,80,4,0.0,22.0,2.0,0.0,115,78,1,0.0,36.0,0.0,0.0,Montana
2019-10-01,133,87,5,0.0,41.0,0.0,0.0,131,91,5,0.0,35.0,0.0,0.0,Montana
2019-11-01,102,69,3,0.0,29.0,1.0,0.0,109,76,2,0.0,31.0,0.0,0.0,Montana
2019-12-01,110,82,3,0.0,24.0,1.0,0.0,102,74,1,0.0,27.0,0.0,0.0,Montana
2020-01-01,110,79,2,0.0,28.0,1.0,0.0,111,73,6,0.0,31.0,1.0,0.0,Montana
2020-02-01,92,63,4,0.0,25.0,0.0,0.0,100,68,1,0.0,30.0,1.0,0.0,Montana
2020-03-01,73,53,4,0.0,16.0,0.0,0.0,109,60,4,0.0,42.0,3.0,0.0,Montana
2020-04-01,8,3,0,0.0,5.0,0.0,0.0,87,61,0,0.0,26.0,0.0,0.0,Montana
2020-05-01,38,27,2,0.0,9.0,0.0,0.0,145,106,4,0.0,35.0,0.0,0.0,Montana
2020-06-01,79,64,2,0.0,13.0,0.0,0.0,117,86,3,0.0,28.0,0.0,0.0,Montana
2020-07-01,77,55,2,0.0,19.0,1.0,0.0,109,77,1,0.0,30.0,1.0,0.0,Montana
2020-08-01,97,71,2,0.0,24.0,0.0,0.0,80,51,4,0.0,25.0,0.0,0.0,Montana
2020-09-01,108,70,4,0.0,34.0,0.0,0.0,113,84,3,0.0,25.0,1.0,0.0,Montana
2020-10-01,31,15,2,0.0,14.0,0.0,0.0,72,55,1,0.0,14.0,2.0,0.0,Montana
2020-11-01,17,13,0,0.0,4.0,0.0,0.0,63,46,2,0.0,15.0,0.0,0.0,Montana
2020-12-01,57,34,1,0.0,22.0,0.0,0.0,78,52,1,0.0,25.0,0.0,0.0,Montana
2021-01-01,110,68,5,0.0,37.0,0.0,0.0,83,58,4,0.0,21.0,0.0,0.0,Montana
2021-02-01,113,79,1,0.0,33.0,0.0,0.0,80,52,5,0.0,23.0,0.0,0.0,Montana
2021-03-01,87,59,0,0.0,28.0,0.0,0.0,101,69,5,0.0,27.0,0.0,0.0,Montana
2021-04-01,90,66,3,0.0,21.0,0.0,0.0,90,61,3,0.0,26.0,0.0,0.0,Montana
2021-05-01,104,70,3,0.0,30.0,1.0,0.0,89,61,5,0.0,23.0,0.0,0.0,Montana
2021-06-01,120,77,8,0.0,35.0,0.0,0.0,84,47,8,0.0,29.0,0.0,0.0,Montana
2021-07-01,118,85,6,0.0,27.0,0.0,0.0,81,56,4,0.0,21.0,0.0,0.0,Montana
2021-08-01,106,76,6,0.0,24.0,0.0,0.0,97,69,2,0.0,26.0,0.0,0.0,Montana
2021-09-01,69,51,0,0.0,18.0,0.0,0.0,66,46,0,0.0,19.0,1.0,0.0,Montana
2021-10-01,101,80,0,0.0,21.0,0.0,0.0,64,42,4,0.0,17.0,1.0,0.0,Montana
2021-11-01,96,68,5,0.0,23.0,0.0,0.0,70,55,1,0.0,13.0,1.0,0.0,Montana
2021-12-01,109,76,1,0.0,32.0,0.0,0.0,74,60,2,0.0,12.0,0.0,0.0,Montana
2022-01-01,58,39,3,0.0,16.0,0.0,0.0,65,42,2,0.0,21.0,0.0,0.0,Montana
2022-02-01,81,58,2,0.0,21.0,0.0,0.0,54,38,2,0.0,14.0,0.0,0.0,Montana
2022-03-01,105,67,5,0.0,33.0,0.0,0.0,74,51,1,0.0,22.0,0.0,0.0,Montana
2022-04-01,79,49,5,0.0,24.0,1.0,0.0,65,42,3,0.0,20.0,0.0,0.0,Montana
2022-05-01,80,57,6,0.0,16.0,1.0,0.0,66,42,2,0.0,22.0,0.0,0.0,Montana
2022-06-01,85,58,1,0.0,26.0,0.0,0.0,71,50,2,0.0,18.0,1.0,0.0,Montana
2022-07-01,84,53,1,0.0,30.0,0.0,0.0,72,48,4,0.0,20.0,0.0,0.0,Montana
2022-08-01,78,50,4,0.0,24.0,0.0,0.0,94,68,5,0.0,21.0,0.0,0.0,Montana
2012-01-01,948,601,189,132.0,0.0,0.0,26.0,802,513,158,108.0,0.0,0.0,23.0,Massachusetts
2012-02-01,856,544,171,117.0,0.0,0.0,24.0,881,562,173,125.0,0.0,0.0,21.0,Massachusetts
2012-03-01,950,572,219,119.0,0.0,0.0,40.0,866,527,188,128.0,0.0,0.0,23.0,Massachusetts
2012-04-01,810,502,155,118.0,0.0,0.0,35.0,810,519,142,109.0,0.0,0.0,40.0,Massachusetts
2012-05-01,955,616,160,141.0,0.0,0.0,38.0,944,594,187,125.0,0.0,0.0,38.0,Massachusetts
2012-06-01,980,648,184,116.0,0.0,0.0,32.0,930,598,163,135.0,0.0,0.0,34.0,Massachusetts
2012-07-01,976,642,174,119.0,0.0,0.0,41.0,895,580,163,119.0,0.0,0.0,33.0,Massachusetts
2012-08-01,954,613,175,106.0,0.0,0.0,60.0,1093,683,193,167.0,0.0,0.0,50.0,Massachusetts
2012-09-01,812,508,149,120.0,0.0,0.0,35.0,899,547,176,129.0,0.0,0.0,47.0,Massachusetts
2012-10-01,863,559,148,116.0,0.0,0.0,40.0,1123,644,258,181.0,0.0,0.0,40.0,Massachusetts
2012-11-01,768,491,140,108.0,0.0,0.0,29.0,880,529,177,137.0,0.0,0.0,37.0,Massachusetts
2012-12-01,712,448,140,84.0,0.0,0.0,40.0,786,481,147,128.0,0.0,0.0,30.0,Massachusetts
2013-01-01,842,542,161,101.0,0.0,0.0,38.0,819,494,164,119.0,0.0,0.0,42.0,Massachusetts
2013-02-01,766,476,151,117.0,0.0,0.0,22.0,810,479,158,145.0,0.0,0.0,28.0,Massachusetts
2013-03-01,869,554,154,117.0,0.0,0.0,44.0,866,536,166,128.0,0.0,0.0,36.0,Massachusetts
2013-04-01,851,527,162,133.0,0.0,0.0,29.0,926,554,188,143.0,0.0,0.0,41.0,Massachusetts
2013-05-01,944,607,177,113.0,0.0,0.0,47.0,987,608,185,151.0,0.0,0.0,43.0,Massachusetts
2013-06-01,821,526,162,102.0,0.0,0.0,31.0,840,529,170,106.0,0.0,0.0,35.0,Massachusetts
2013-07-01,953,605,178,127.0,0.0,0.0,43.0,974,621,188,123.0,0.0,0.0,42.0,Massachusetts
2013-08-01,914,582,182,105.0,0.0,0.0,45.0,987,642,170,131.0,0.0,0.0,44.0,Massachusetts
2013-09-01,984,644,192,111.0,0.0,0.0,37.0,903,598,163,109.0,0.0,0.0,33.0,Massachusetts
2013-10-01,911,592,167,109.0,0.0,0.0,43.0,1015,622,214,136.0,0.0,0.0,43.0,Massachusetts
2013-11-01,727,435,149,106.0,0.0,0.0,37.0,831,507,174,113.0,0.0,0.0,37.0,Massachusetts
2013-12-01,810,493,159,129.0,0.0,0.0,29.0,797,494,166,99.0,0.0,0.0,38.0,Massachusetts
2014-01-01,930,577,183,116.0,0.0,0.0,54.0,830,497,183,117.0,0.0,0.0,33.0,Massachusetts
2014-02-01,818,510,155,103.0,0.0,0.0,50.0,840,517,156,112.0,0.0,0.0,55.0,Massachusetts
2014-03-01,904,559,163,145.0,0.0,0.0,37.0,885,568,168,113.0,0.0,0.0,36.0,Massachusetts
2014-04-01,869,566,167,104.0,0.0,0.0,32.0,940,578,174,138.0,0.0,0.0,50.0,Massachusetts
2014-05-01,875,506,208,105.0,0.0,0.0,56.0,936,560,209,131.0,0.0,0.0,36.0,Massachusetts
2014-06-01,964,653,163,113.0,0.0,0.0,35.0,959,601,166,139.0,0.0,0.0,53.0,Massachusetts
2014-07-01,922,623,168,89.0,0.0,0.0,42.0,948,609,181,112.0,0.0,0.0,46.0,Massachusetts
2014-08-01,849,557,151,106.0,0.0,0.0,35.0,940,624,161,115.0,0.0,0.0,40.0,Massachusetts
2014-09-01,920,604,172,97.0,0.0,0.0,47.0,921,595,165,115.0,0.0,0.0,46.0,Massachusetts
2014-10-01,886,550,178,114.0,0.0,0.0,44.0,928,583,179,118.0,0.0,0.0,48.0,Massachusetts
2014-11-01,703,429,145,94.0,0.0,0.0,35.0,701,438,136,99.0,0.0,0.0,28.0,Massachusetts
2014-12-01,839,530,154,114.0,0.0,0.0,41.0,876,555,178,109.0,0.0,0.0,34.0,Massachusetts
2015-01-01,744,462,148,93.0,0.0,0.0,41.0,791,500,143,105.0,0.0,0.0,43.0,Massachusetts
2015-02-01,591,373,95,96.0,0.0,0.0,27.0,653,401,142,82.0,0.0,0.0,28.0,Massachusetts
2015-03-01,809,505,162,106.0,0.0,0.0,36.0,788,508,143,100.0,0.0,0.0,37.0,Massachusetts
2015-04-01,814,501,153,121.0,0.0,0.0,39.0,845,535,157,112.0,0.0,0.0,41.0,Massachusetts
2015-05-01,794,481,166,113.0,0.0,0.0,34.0,853,521,173,121.0,0.0,0.0,38.0,Massachusetts
2015-06-01,914,567,167,133.0,0.0,0.0,47.0,923,567,197,110.0,0.0,0.0,49.0,Massachusetts
2015-07-01,956,651,150,118.0,0.0,0.0,37.0,977,616,166,152.0,0.0,0.0,43.0,Massachusetts
2015-08-01,850,563,141,116.0,0.0,0.0,30.0,857,565,134,131.0,0.0,0.0,27.0,Massachusetts
2015-09-01,815,514,165,117.0,0.0,0.0,19.0,908,584,181,114.0,0.0,0.0,29.0,Massachusetts
2015-10-01,849,559,137,123.0,0.0,0.0,30.0,907,558,175,149.0,0.0,0.0,25.0,Massachusetts
2015-11-01,674,475,104,70.0,0.0,0.0,25.0,813,535,155,96.0,0.0,0.0,27.0,Massachusetts
2015-12-01,631,447,92,70.0,0.0,0.0,22.0,918,574,175,135.0,0.0,0.0,34.0,Massachusetts
2016-01-01,672,458,97,96.0,0.0,0.0,21.0,613,413,98,78.0,0.0,0.0,24.0,Massachusetts
2016-02-01,615,406,92,86.0,0.0,0.0,31.0,651,411,113,96.0,0.0,0.0,31.0,Massachusetts
2016-03-01,788,534,112,119.0,0.0,0.0,23.0,819,544,125,122.0,0.0,0.0,28.0,Massachusetts
2016-04-01,689,493,97,73.0,0.0,0.0,26.0,808,554,120,107.0,0.0,0.0,27.0,Massachusetts
2016-05-01,724,489,114,88.0,0.0,0.0,33.0,702,480,113,85.0,0.0,0.0,24.0,Massachusetts
2016-06-01,772,519,140,83.0,0.0,0.0,30.0,819,543,142,104.0,0.0,0.0,30.0,Massachusetts
2016-07-01,676,462,103,77.0,0.0,0.0,34.0,707,468,121,89.0,0.0,0.0,29.0,Massachusetts
2016-08-01,729,510,108,87.0,0.0,0.0,24.0,754,497,108,106.0,0.0,0.0,43.0,Massachusetts
2016-09-01,765,524,120,96.0,0.0,0.0,25.0,791,546,115,103.0,0.0,0.0,27.0,Massachusetts
2016-10-01,678,455,91,98.0,0.0,0.0,34.0,726,481,102,112.0,0.0,0.0,31.0,Massachusetts
2016-11-01,613,406,100,77.0,0.0,0.0,30.0,754,501,128,94.0,0.0,0.0,31.0,Massachusetts
2016-12-01,578,371,92,76.0,0.0,0.0,39.0,655,400,126,93.0,0.0,0.0,36.0,Massachusetts
2017-01-01,640,417,109,91.0,0.0,0.0,23.0,596,393,99,80.0,0.0,0.0,24.0,Massachusetts
2017-02-01,581,364,96,97.0,0.0,0.0,24.0,598,382,106,79.0,0.0,0.0,31.0,Massachusetts
2017-03-01,764,501,108,120.0,0.0,0.0,35.0,753,486,133,103.0,0.0,0.0,31.0,Massachusetts
2017-04-01,561,366,89,79.0,0.0,0.0,27.0,660,428,114,88.0,0.0,0.0,30.0,Massachusetts
2017-05-01,688,439,102,111.0,0.0,0.0,36.0,671,432,102,99.0,0.0,0.0,38.0,Massachusetts
2017-06-01,814,550,129,106.0,0.0,0.0,29.0,750,489,121,107.0,0.0,0.0,33.0,Massachusetts
2017-07-01,660,459,88,84.0,0.0,0.0,29.0,690,469,102,88.0,0.0,0.0,31.0,Massachusetts
2017-08-01,789,544,109,99.0,0.0,0.0,37.0,788,531,117,98.0,0.0,0.0,42.0,Massachusetts
2017-09-01,656,434,115,73.0,0.0,0.0,34.0,736,492,122,91.0,0.0,0.0,31.0,Massachusetts
2017-10-01,726,452,119,122.0,0.0,0.0,33.0,713,458,123,90.0,0.0,0.0,42.0,Massachusetts
2017-11-01,601,383,104,83.0,0.0,0.0,31.0,709,454,112,108.0,0.0,0.0,35.0,Massachusetts
2017-12-01,545,339,95,77.0,0.0,0.0,34.0,651,413,109,103.0,0.0,0.0,26.0,Massachusetts
2018-01-01,597,372,110,87.0,0.0,0.0,28.0,609,373,111,90.0,0.0,0.0,35.0,Massachusetts
2018-02-01,579,384,85,86.0,0.0,0.0,24.0,594,374,109,88.0,0.0,0.0,23.0,Massachusetts
2018-03-01,664,406,119,115.0,0.0,0.0,24.0,703,444,118,113.0,0.0,0.0,28.0,Massachusetts
2018-04-01,626,409,116,80.0,0.0,0.0,21.0,601,385,106,83.0,0.0,0.0,27.0,Massachusetts
2018-05-01,668,439,103,90.0,0.0,0.0,36.0,714,468,125,95.0,0.0,0.0,26.0,Massachusetts
2018-06-01,691,438,139,88.0,0.0,0.0,26.0,696,423,122,122.0,0.0,0.0,29.0,Massachusetts
2018-07-01,698,491,109,73.0,0.0,0.0,25.0,673,440,119,93.0,0.0,0.0,21.0,Massachusetts
2018-08-01,659,435,106,89.0,0.0,0.0,29.0,806,530,122,118.0,0.0,0.0,36.0,Massachusetts
2018-09-01,596,340,108,110.0,0.0,0.0,38.0,592,343,120,85.0,0.0,0.0,44.0,Massachusetts
2018-10-01,655,403,138,93.0,0.0,0.0,21.0,710,442,125,109.0,0.0,0.0,34.0,Massachusetts
2018-11-01,510,318,102,62.0,0.0,0.0,28.0,592,349,132,83.0,0.0,0.0,28.0,Massachusetts
2018-12-01,457,292,89,58.0,0.0,0.0,18.0,524,305,119,76.0,0.0,0.0,24.0,Massachusetts
2019-01-01,562,340,105,88.0,0.0,0.0,29.0,545,351,96,71.0,0.0,0.0,27.0,Massachusetts
2019-02-01,503,305,103,68.0,0.0,0.0,27.0,524,312,96,93.0,0.0,0.0,23.0,Massachusetts
2019-03-01,591,363,108,83.0,0.0,0.0,37.0,537,333,114,64.0,0.0,0.0,26.0,Massachusetts
2019-04-01,588,350,103,106.0,0.0,0.0,29.0,582,351,100,89.0,0.0,0.0,42.0,Massachusetts
2019-05-01,630,382,118,96.0,0.0,0.0,34.0,709,427,123,131.0,0.0,0.0,28.0,Massachusetts
2019-06-01,651,384,128,107.0,0.0,0.0,32.0,582,355,111,81.0,0.0,0.0,35.0,Massachusetts
2019-07-01,623,382,107,97.0,0.0,0.0,37.0,704,434,129,115.0,0.0,0.0,26.0,Massachusetts
2019-08-01,600,384,100,86.0,0.0,0.0,30.0,646,395,108,100.0,0.0,0.0,43.0,Massachusetts
2019-09-01,652,391,118,103.0,0.0,0.0,40.0,582,387,84,92.0,0.0,0.0,19.0,Massachusetts
2019-10-01,542,329,114,65.0,0.0,0.0,34.0,756,450,140,110.0,0.0,0.0,56.0,Massachusetts
2019-11-01,402,246,64,69.0,0.0,0.0,23.0,559,307,118,102.0,0.0,0.0,32.0,Massachusetts
2019-12-01,340,198,70,53.0,0.0,0.0,19.0,471,261,96,104.0,0.0,0.0,10.0,Massachusetts
2020-01-01,461,252,99,86.0,0.0,0.0,24.0,450,258,90,78.0,0.0,0.0,24.0,Massachusetts
2020-02-01,437,237,77,85.0,0.0,0.0,38.0,405,223,78,79.0,0.0,0.0,25.0,Massachusetts
2020-03-01,256,129,49,50.0,0.0,0.0,28.0,416,235,71,76.0,0.0,0.0,34.0,Massachusetts
2020-04-01,96,60,14,17.0,0.0,0.0,5.0,526,265,114,117.0,0.0,0.0,30.0,Massachusetts
2020-05-01,141,86,36,14.0,0.0,0.0,5.0,358,171,101,77.0,0.0,0.0,9.0,Massachusetts
2020-06-01,172,105,24,35.0,0.0,0.0,8.0,366,176,80,99.0,0.0,0.0,11.0,Massachusetts
2020-07-01,315,199,51,53.0,0.0,0.0,12.0,340,173,73,81.0,0.0,0.0,13.0,Massachusetts
2020-08-01,270,156,48,53.0,0.0,0.0,13.0,316,166,62,70.0,0.0,0.0,18.0,Massachusetts
2020-09-01,289,153,54,69.0,0.0,0.0,13.0,381,220,73,75.0,0.0,0.0,13.0,Massachusetts
2020-10-01,320,173,60,64.0,0.0,0.0,23.0,428,220,84,107.0,0.0,0.0,17.0,Massachusetts
2020-11-01,241,140,44,44.0,0.0,0.0,13.0,305,163,57,78.0,0.0,0.0,7.0,Massachusetts
2020-12-01,205,115,44,40.0,0.0,0.0,6.0,360,180,89,73.0,0.0,0.0,18.0,Massachusetts
2021-01-01,214,107,51,43.0,0.0,0.0,13.0,288,151,53,72.0,0.0,0.0,12.0,Massachusetts
2021-02-01,245,125,55,50.0,0.0,0.0,15.0,307,159,65,69.0,0.0,0.0,14.0,Massachusetts
2021-03-01,343,182,63,81.0,0.0,0.0,17.0,380,199,77,83.0,0.0,0.0,21.0,Massachusetts
2021-04-01,318,184,67,41.0,0.0,0.0,26.0,393,176,94,103.0,0.0,0.0,20.0,Massachusetts
2021-05-01,344,207,64,58.0,0.0,0.0,15.0,349,188,77,67.0,0.0,0.0,17.0,Massachusetts
2021-06-01,399,201,88,91.0,0.0,0.0,19.0,424,233,93,72.0,0.0,0.0,26.0,Massachusetts
2021-07-01,406,225,88,68.0,0.0,0.0,25.0,418,222,101,78.0,0.0,0.0,17.0,Massachusetts
2021-08-01,376,207,85,71.0,0.0,0.0,13.0,437,232,73,101.0,0.0,0.0,31.0,Massachusetts
2021-09-01,337,167,76,71.0,0.0,0.0,23.0,412,226,82,79.0,0.0,0.0,25.0,Massachusetts
2021-10-01,346,195,72,56.0,0.0,0.0,23.0,369,167,105,79.0,0.0,0.0,18.0,Massachusetts
2021-11-01,311,161,70,54.0,0.0,0.0,26.0,397,203,75,83.0,0.0,0.0,25.0,Massachusetts
2021-12-01,317,174,60,59.0,0.0,0.0,24.0,385,197,88,71.0,0.0,0.0,28.0,Massachusetts
2008-01-01,1530,1100,396,18.0,1.0,4.0,11.0,955,684,256,4.0,2.0,3.0,6.0,Kentucky
2008-02-01,1430,1024,382,16.0,0.0,0.0,8.0,1507,1091,389,17.0,0.0,3.0,7.0,Kentucky
2008-03-01,1328,966,323,23.0,1.0,3.0,12.0,1021,766,243,6.0,1.0,0.0,5.0,Kentucky
2008-04-01,1385,992,366,12.0,0.0,1.0,14.0,1336,979,333,14.0,1.0,2.0,7.0,Kentucky
2008-05-01,1410,994,388,15.0,2.0,3.0,8.0,1817,1320,463,26.0,2.0,0.0,6.0,Kentucky
2008-06-01,1225,842,354,15.0,1.0,2.0,11.0,1807,1266,525,8.0,1.0,1.0,6.0,Kentucky
2008-07-01,1225,839,357,18.0,2.0,0.0,9.0,1452,1063,354,16.0,2.0,3.0,14.0,Kentucky
2008-08-01,1323,965,324,22.0,3.0,3.0,6.0,1424,998,391,23.0,3.0,1.0,8.0,Kentucky
2008-09-01,1395,1006,354,23.0,3.0,0.0,9.0,870,637,221,3.0,1.0,2.0,6.0,Kentucky
2008-10-01,1288,943,322,11.0,2.0,0.0,10.0,1404,984,387,20.0,1.0,4.0,8.0,Kentucky
2008-11-01,1118,828,266,20.0,0.0,1.0,3.0,848,618,215,9.0,4.0,0.0,2.0,Kentucky
2008-12-01,1122,826,271,12.0,3.0,1.0,9.0,1572,1122,401,30.0,2.0,3.0,14.0,Kentucky
2009-01-01,1179,879,275,17.0,1.0,2.0,5.0,1096,794,281,16.0,0.0,1.0,4.0,Kentucky
2009-02-01,1255,922,301,18.0,5.0,1.0,8.0,1421,1018,376,15.0,3.0,1.0,8.0,Kentucky
2009-03-01,1321,991,301,15.0,0.0,4.0,10.0,1127,833,272,10.0,2.0,1.0,9.0,Kentucky
2009-04-01,1284,958,301,16.0,0.0,0.0,9.0,1345,992,328,15.0,1.0,3.0,6.0,Kentucky
2009-05-01,1265,918,325,13.0,1.0,2.0,6.0,1283,959,299,15.0,1.0,2.0,7.0,Kentucky
2009-06-01,1287,953,308,10.0,4.0,2.0,10.0,1248,917,308,14.0,0.0,3.0,6.0,Kentucky
2009-07-01,1277,925,330,10.0,2.0,0.0,10.0,1445,1050,365,22.0,1.0,1.0,6.0,Kentucky
2009-08-01,1350,1012,313,13.0,1.0,0.0,11.0,954,717,214,15.0,2.0,1.0,5.0,Kentucky
2009-09-01,1361,1018,320,14.0,0.0,1.0,8.0,1293,930,346,10.0,0.0,1.0,6.0,Kentucky
2009-10-01,1379,1012,338,15.0,0.0,0.0,14.0,1589,1137,418,14.0,3.0,2.0,15.0,Kentucky
2009-11-01,1283,1007,253,15.0,2.0,0.0,6.0,880,625,243,4.0,1.0,2.0,5.0,Kentucky
2009-12-01,1167,876,265,11.0,1.0,3.0,11.0,1661,1200,426,24.0,0.0,0.0,11.0,Kentucky
2010-01-01,1302,994,273,22.0,4.0,0.0,9.0,1238,918,302,9.0,2.0,2.0,5.0,Kentucky
2010-02-01,1207,942,247,9.0,1.0,2.0,6.0,1304,952,328,12.0,2.0,1.0,9.0,Kentucky
2010-03-01,1439,1085,322,15.0,2.0,1.0,14.0,1523,1112,380,18.0,0.0,0.0,13.0,Kentucky
2010-04-01,1332,1005,293,19.0,2.0,1.0,12.0,1732,1228,468,25.0,1.0,0.0,10.0,Kentucky
2010-05-01,1338,1018,292,16.0,3.0,1.0,8.0,1157,879,258,13.0,1.0,0.0,6.0,Kentucky
2010-06-01,1283,963,289,12.0,4.0,1.0,14.0,1518,1151,330,21.0,3.0,1.0,12.0,Kentucky
2010-07-01,1243,924,292,16.0,2.0,0.0,9.0,1639,1202,403,14.0,5.0,1.0,14.0,Kentucky
2010-08-01,1457,1103,331,13.0,1.0,3.0,6.0,1188,863,303,12.0,0.0,2.0,8.0,Kentucky
2010-09-01,1375,1062,295,10.0,1.0,2.0,5.0,1245,925,296,14.0,1.0,1.0,8.0,Kentucky
2010-10-01,1251,928,297,16.0,1.0,2.0,7.0,1208,877,307,16.0,1.0,2.0,5.0,Kentucky
2010-11-01,1275,963,277,13.0,4.0,2.0,16.0,1130,837,268,12.0,0.0,2.0,11.0,Kentucky
2010-12-01,1241,971,250,10.0,2.0,0.0,8.0,1816,1363,407,28.0,3.0,1.0,14.0,Kentucky
2011-01-01,1535,1179,329,10.0,2.0,2.0,13.0,1107,829,259,7.0,1.0,0.0,11.0,Kentucky
2011-02-01,1510,1179,298,21.0,2.0,3.0,7.0,1241,970,247,14.0,1.0,1.0,8.0,Kentucky
2011-03-01,1488,1165,292,14.0,3.0,1.0,13.0,1275,938,304,22.0,0.0,1.0,10.0,Kentucky
2011-04-01,1397,1090,270,19.0,1.0,0.0,17.0,1489,1123,323,23.0,5.0,1.0,14.0,Kentucky
2011-05-01,1435,1136,267,11.0,1.0,1.0,19.0,882,673,190,10.0,2.0,0.0,7.0,Kentucky
